artist_id,artist_name,artist_desc,artist_url,artist_pic_url
6472,张杰,"张杰，华语LIVE王。
出道16年来，发行了14张专辑，200多首高品质音乐作品，40多首OST金曲，拥有众多被广为传唱的歌曲。近年来，他创新运用MIX-POP曲风，开辟音乐发展新征程。
170多个音乐奖项，让他实现内地音乐奖项大满贯。2010年，获得韩国Mnet亚洲音乐盛典“亚洲之星”大奖；2014年，获得第42届全美音乐奖“年度国际艺人大奖”，成为内地首位获得该奖项的歌手。
至今为止，举办了 ",https://music.163.com/artist/desc?id=6472,http://p1.music.126.net/PxsdyHtM0yMi1cIIDk_MFw==/109951169294511651.jpg
,,,,
12138269,毛不易,毛不易，原名王维家，1994年10月1日出生于黑龙江省齐齐哈尔市泰来县，中国内地流行乐男歌手，毕业于杭州师范大学护理专业。2017年，参加选秀娱乐节目《明日之子》的比赛，获得全国总决赛冠军，从而正式进入演艺圈；9月1日，推出首张个人音乐专辑《巨星不易工作室 No.1》；11月11日，推出个人原创单曲《项羽虞姬》。,https://music.163.com/artist/desc?id=12138269,http://p1.music.126.net/BGXHSF_DfcwTqdmMb6C_-g==/109951169875197682.jpg
,,,,
12631485,h3R3,刘清云（h3R3），出生于中国安徽，中国男歌手、音乐制作人、词曲作者、混音师、录音师、母带师、编曲师,https://music.163.com/artist/desc?id=12631485,http://p1.music.126.net/in8eeZ0f5r0-iYvfI7c-WQ==/109951169603683118.jpg
,,,,
47091532,王赫野,"王赫野，1998年2月2日出生于黑龙江省哈尔滨市，中国内地流行乐男歌手，毕业于哈尔滨金融学院。
2021年3月，发布个人首支音乐单曲《大风吹》；4月，参加《天赐的声音第二季》；7月21日，发行个人单曲《致你》；10月6日，参加浙江卫视励志专业音乐评论节目《中国好声音2021》国庆特别节目，与李克勤合唱歌曲《秒针》。
2022年4月9日，担任首发爱乐歌手参与录制抖音与浙江卫视联合播出的跨屏互动音乐综",https://music.163.com/artist/desc?id=47091532,http://p1.music.126.net/mIvN-kojgivwDusrfdlPCA==/109951171075904188.jpg
,,,,
4292,李荣浩,"李荣浩（Ronghao Li），1985年7月11日出生于安徽省蚌埠市，中国内地流行乐男歌手、词曲创作人、音乐制作人、演员。
2010年，发行首张个人音乐EP《小黄》。2013年，发行个人首张音乐专辑《模特》，凭该专辑成为首位获得台湾金曲奖“最佳新人奖”的中国大陆歌手。2014年，发行个人同名音乐专辑《李荣浩》，凭该专辑获得中国TOP排行榜内地年度最佳男歌手奖。2016年，发行个人音乐专辑《有理想",https://music.163.com/artist/desc?id=4292,http://p1.music.126.net/FlL7wkN6VBoGTj3Df7s2_w==/109951170316908673.jpg
,,,,
12277194,LBI利比,LBI利比，内地男歌手，唱作人，音乐制作人。代表作《跳楼机》、《小城夏天》、《洛杉矶》、《或许》。,https://music.163.com/artist/desc?id=12277194,http://p1.music.126.net/2nAk3Mmfyj9KadQUNL1YTQ==/109951164206426031.jpg
,,,,
6731,赵雷,独立音乐人、唱作人赵雷,https://music.163.com/artist/desc?id=6731,http://p1.music.126.net/j6KWzSdlRKzZUwJnQx3vBA==/3300733912483912.jpg
,,,,
58149097,DJ阿智,感谢收听 ,https://music.163.com/artist/desc?id=58149097,http://p2.music.126.net/trV0x4YFWjTYdpt2HundTg==/109951168832288291.jpg
,,,,
166010,梁博,梁博，1991年3月25日出生于吉林省九台市，中国内地男唱作人，毕业于吉林艺术学院流行音乐学院，艺术硕士学位。 2012年，参加浙江卫视首届《中国好声音》受到广泛关注，并获得年度总冠军。 2014年，发行首张同名创作专辑《梁博》，一手包揽词曲创作，并邀请到Michael Bearden共同担任专辑制作人。专辑全程同期录音、去除以往唱片工业的“模式化”，从内心出发，进行绝对自我的音乐表达。 2015,https://music.163.com/artist/desc?id=166010,http://p2.music.126.net/nbpbayELLLqeRGM0Q6s-PQ==/109951164387664340.jpg
,,,,
861777,华晨宇,"华晨宇，1990年2月7日生于湖北十堰 ，中国男歌手，毕业于武汉音乐学院。
2013年，参加湖南卫视《快乐男声》获年度总冠军出道 。2014年1月，首登央视春晚舞台。9月6日-7日，在北京万事达中心连开两场“火星”演唱会 ，随后首张个人专辑《卡西莫多的礼物》发行 ，并凭此专辑获第十五届音乐风云榜年度最受欢迎男歌手等奖项。同年7月31日—8月2日，2015火星演唱会在上海大舞台连开三场。12月，发行",https://music.163.com/artist/desc?id=861777,http://p1.music.126.net/btGSOfbnvaBsBvPv6UIhow==/109951170365595224.jpg
,,,,
33204812,TINY7,"出生于千禧年现居湖南长沙的音乐人
是近些年中国HIPHOP音乐界新生代的中坚力量
善于用HIPHOP曲风融合R&B以及流行
善用细腻的声线,前卫且独特的曲风来表达新世代的价值观,使听众产生共鸣。
",https://music.163.com/artist/desc?id=33204812,http://p2.music.126.net/mUjf6TfvehpVXtDibiJJPw==/109951169740202151.jpg
,,,,
1030001,周深,"周深，1992年9月29日出生，贵州贵阳人，浙江卫视《中国好声音》第三季学员，所属那英团队。
2014年，参加浙江卫视《中国好声音》第三季第二期，以一首齐豫的《欢颜》获得导师们的赞赏；9月1日在《中国好声音重返巅峰》节目，带着一首《美错》，赢得了陈晓东和王治平的充分的肯定；10月7日，参加《好声音总决赛》，凭借《贝加尔湖畔》获得“中国好声音”年度金曲。2015年春节大年初一北京卫视春晚献唱多语版《",https://music.163.com/artist/desc?id=1030001,http://p2.music.126.net/t257JtUSkizwFqtfur41nw==/109951168649079639.jpg
,,,,
1143033,队长,队长(YoungCaptain)唱作人、音乐制作人、MV导演。,https://music.163.com/artist/desc?id=1143033,http://p1.music.126.net/bFUIuxjaooW5dH98_NaAoA==/109951170827419881.jpg
,,,,
1132392,马思唯,被纽约时报赞誉为“中国Hip-Hop界突破性明星说唱组合 - Higher Brothers” 的团队领袖，中国说唱代表人物之一 - 马思唯从21岁出道至今，已发布4张高水准个人Mixtape《P.E.I VOL.1》、《P.E.I VOL.2》、《P.E.I VOL.3》、《AFewGoodKids》，1张Higher Brothers Mixtape 《Higher Brothers》，2张团,https://music.163.com/artist/desc?id=1132392,http://p1.music.126.net/bRHsTqcAX6mpZCylq_GIzQ==/109951170646726907.jpg
,,,,
12932368,蔡徐坤,"蔡徐坤（KUN），1998年8月2日出生于浙江省，中国内地男歌手、演员、音乐制作人。
2012年4月，蔡徐坤因参加综艺节目《向上吧！少年》进入全国200强而进入娱乐圈；同年8月，参演个人首部偶像剧《童话二分之一》 。2014年3月，参演个人首部电影《完美假妻168》。2018年1月，参加中国首档偶像男团竞演养成类真人秀《偶像练习生》，并于同年4月6日获得最高票数，以NINE PERCENT九人男团",https://music.163.com/artist/desc?id=12932368,http://p1.music.126.net/t27vmylKdd0OL57k2bKv9Q==/109951171032154963.jpg
,,,,
2843,郭顶,歌手、制作人、词曲作者,https://music.163.com/artist/desc?id=2843,http://p2.music.126.net/7OoAuH2Iqjr3Owmqf4pNFQ==/109951165912271970.jpg
,,,,
34862670,黄子弘凡,黄子弘凡，1999年4月21日出生于甘肃兰州，四川成都长大，中国内地男歌手，影视剧演员。 2018年11月，参加原创新形态声乐演唱节目《声入人心》。2019年5月，参加纪实节目《向往的生活》；同年，随梅溪湖36子举办全国巡回音乐会；8月，参加综艺《花样新世界》；10月，担任李安电影《双子杀手》超前体验官；11月1日，获选“年度优秀青年榜样” 。2020年1月出演由芒果TV出品的青春校园剧《那年夏天,https://music.163.com/artist/desc?id=34862670,http://p1.music.126.net/D1I_hTno20ggJMk8tFkPcw==/109951169657530750.jpg
,,,,
2124,陈楚生,"中国著名歌手、原创音乐人。2003年获得在长沙举行的全国PUB歌手大赛冠军。2007""快乐男声""获得全国总冠军走入走入大众视线并积累了高人气。2007年7月，发行首支单曲《有没有人告诉你》，11月8日，发行个人EP《原来我一直都不孤单》。2009年10月28日 陈楚生签约华谊兄弟。作为华语乐坛最具影响力男歌手之一，陈楚生在各大权威音乐奖项中多次获封“最佳男歌手”、“最佳唱作人”、“最佳创作歌手”等",https://music.163.com/artist/desc?id=2124,http://p2.music.126.net/w7gjxVVrinDtnwrY25dRhQ==/109951164172869486.jpg
,,,,
6652,周传雄,"周传雄（Steve Chou），1969年6月7日生于台湾省台中市，祖籍湖北省荆州市公安县，中国台湾流行乐男歌手、音乐制作人。
1988年，参加“台湾校园歌唱比赛”，被选为小虎队第一批候选成员，后因个人原因放弃加入小虎队。1989年，以艺名“小刚”推出首支个人原创单曲《尘烟》 。1990年，推出首张个人音乐专辑《双子星的对话》。1992年，推出第4张个人音乐专辑《小刚的花花世界》。1996年，推出",https://music.163.com/artist/desc?id=6652,http://p1.music.126.net/Vgsy_xFFUT1wo6wk0DQXqA==/109951165816623226.jpg
,,,,
1079074,余佳运,余佳运，天蝎座。独立音乐人，词曲唱作人，制作人。毕业于伯克利音乐学院。擅长流行R&B，Future R&B等风格。代表作，《我想》《和你》《再一起》。,https://music.163.com/artist/desc?id=1079074,http://p2.music.126.net/31QAzJPNmYzZIpx-iAcy0g==/109951165432652392.jpg
,,,,
30109388,贝乐虎,"Play, Music, Love！贝乐虎儿歌陪伴宝宝快乐成长的每一天。
贝乐虎儿歌是由乐擎网络原创的系列动画儿歌，传达健康、阳光、积极的亲子育儿理念。让小朋友娱乐之余学习家庭礼貌，获得音乐和节奏的熏陶，寓教于乐。",https://music.163.com/artist/desc?id=30109388,http://p2.music.126.net/lAlD9yNk_wu3jzxb5slM9w==/109951169838931462.jpg
,,,,
5929,徐良,内地青年唱作歌手。没有唱片公司背景、无制作团队，自己包揽词曲创作制作，徐良自编自唱的《犯贱》《红装》《和平分手》等歌曲在互联网上悄然通过口碑的方式走红，深受好评，打开知名度。2011年签约滚石移动美妙音乐公司并在2012年发行首张专辑《不良少年》。继首张个人大碟《不良少年》于2012年3月发行之后，徐良再接再厉，于6月又推新单曲《无颜女》。代表作品：《犯贱》《客官不可以》《无颜女》《考试什么的都去,https://music.163.com/artist/desc?id=5929,http://p1.music.126.net/2bQ8B74vQVOlLWqEIOiLoA==/109951170120531346.jpg
,,,,
33863232,罗言,"罗言，
国内最具代表性的新生代Rapper，来自成都AsianAstar厂牌，WhichwayMusic
一年时间完成全平台零到百万粉丝积累，音乐平台播放量破亿的现象级新人，网易云音乐2022年度瞩目音乐人，拥有全能音乐掌控力的六边形战士。
出道至今，已发行2张录音室专辑《泪海》、《MOON BABY》，1张Mixtape《When the world is came，take it！》。热单",https://music.163.com/artist/desc?id=33863232,http://p1.music.126.net/AXQB530V_ZrrQctITVfRnw==/109951167579824884.jpg
,,,,
6460,张学友,"张学友（Jacky Cheung），1961年7月10日出生于中国香港，祖籍天津市，中国香港男歌手、演员、作曲人，毕业于香港崇文英文书院。
1984年因获得首届香港十八区业余歌唱大赛冠军而出道。1985年发行个人首张专辑《Smile》。1986年凭借歌曲《遥远的她》在香港乐坛获得关注。1993年发行的专辑《吻别》打破华语唱片在台湾的销量纪录。1995年起连续两年获得世界音乐大奖全球销量最高华人歌手",https://music.163.com/artist/desc?id=6460,http://p1.music.126.net/bGTTVbPYHT24w2HkHrdXmQ==/109951166958310165.jpg
,,,,
13112601,Wiz_H张子豪,独立音乐人（可太独立了），气人歌手（可太没人气了），别问了，我不搞音乐，音乐搞我。,https://music.163.com/artist/desc?id=13112601,http://p1.music.126.net/PLA3c0_Y56L_iyzgQSu_dw==/109951165843118851.jpg
,,,,
3066,胡彦斌,"胡彦斌（Tiger Hu），1983年7月4日出生于上海市，祖籍浙江省宁波市，中国内地男歌手、作曲人、音乐制作人，牛班音乐学校创始人。
1999年参加“上海亚洲音乐节新人歌手大赛”出道。2001年推出个人创作单曲《和尚》获得广泛关注。2002年发行首张个人专辑《文武双全》。2004年在台湾HITO颁奖礼中凭借创作歌曲《进行式》获得最受欢迎对唱金曲奖。2008年在台湾举行“胡彦斌2008男人歌演唱会",https://music.163.com/artist/desc?id=3066,http://p1.music.126.net/DOoazTecY7jC4JkEOfgujA==/109951169374775668.jpg
,,,,
1094010,摩登兄弟刘宇宁,摩登兄弟，中国内地男子乐队，由主唱刘宇宁、吉他手阿卓、键盘手大飞组成。,https://music.163.com/artist/desc?id=1094010,http://p1.music.126.net/I1uF8g0-1avqicEcCsZIUg==/109951164250429506.jpg
,,,,
51497522,亞細亞曠世奇才,他们妄想遮住打在我身上的光亮,https://music.163.com/artist/desc?id=51497522,http://p1.music.126.net/fb_qUBZMPT8KUXbqJtJLkg==/109951167039586125.jpg
,,,,
865007,法老,法老（1992年10月11日-），出生于浙江省海宁市，说唱歌手。活死人厂牌成员，合则恒文化签约艺人，中文说唱第六代。,https://music.163.com/artist/desc?id=865007,http://p2.music.126.net/HTXB834S72ulGPL1oM-RCg==/109951167728753946.jpg
,,,,
6454,张信哲,"张信哲（Jeff Chang），1967年3月26日出生于台湾省云林县西螺镇，祖籍福建省厦门市同安区，中国台湾男歌手、演员、舞台剧团团长。
1987年签约滚石唱片的子公司巨石音乐。1988年因与潘越云合唱歌曲《你是唯一》正式出道。1989年发行第一张专辑《说谎》。1992年推出个人第一张英文专辑《My Eyes Adored You》 。1993年-1995年发行的歌曲《爱如潮水》《别怕我伤心》《",https://music.163.com/artist/desc?id=6454,http://p1.music.126.net/toy86e__VchFjS1fJ7LWTQ==/109951168500581439.jpg
,,,,
12198387,艾志恒Asen,STKD DIGI 4L,https://music.163.com/artist/desc?id=12198387,http://p2.music.126.net/g0zY65KwoJwp-zCFnxFQDg==/109951166163609304.jpg
,,,,
5379,韦礼安,获第22届「最佳新人奖」和第26届「最佳作曲人奖」2021年发行《如果可以》，MV于YouTube已突破1亿点击，成为新一代经典神曲，2022年9月发行全新专辑《明天再见》，同月两场台北小巨蛋演唱会《如果可以，我想和你明天再见》开卖即秒杀，11月登上日本最受欢迎的音乐YouTube 频道「THE FIRST TAKE」，2023年11月举办两场小巨蛋演唱会，2024/05/11举办高雄巨蛋演唱会，,https://music.163.com/artist/desc?id=5379,http://p1.music.126.net/KwO4m0QepQXqqBC0z3SrIw==/109951169891928289.jpg
,,,,
1038093,鹿晗,"鹿晗（LU HAN），1990年4月20日出生于北京，中国男演员、歌手。
2008年，鹿晗赴韩国留学，留学期间在明洞逛街时被韩国SM娱乐公司星探发掘。2010年签约成为旗下练习生。2011年12月27日通过EXO官网公开写真和预告视频与公众见面。2012年4月8日以EXO/EXO-M组合成员身份正式出道，在组合里担任主唱、领舞、门面担当。2013年7月-9月，在组合首张专辑剧情版录影带上、下两部中",https://music.163.com/artist/desc?id=1038093,http://p2.music.126.net/01coDPkYVGGvXXnibwny1A==/109951166670189391.jpg
,,,,
1211046,GAI周延,"GAI周延（D.M.G）种梦音乐签约艺人。
新华流说唱领军人物。《我是唱作人》冠军战队，《我们的歌》冠军组合，《中国新说唱2020》明星主理人《2021少年说唱企划》《草莓星球来的人》导师，《披荆斩棘的哥哥》唱演家族成员。代表作：《华夏》《烈火战马》《哪吒》《赤子心》等，作品中的中国古典元素、音律融合川渝方言，加之侠义悠然的中国风、稳健的唱功，让GAI周延成为中文说唱最具特色与实力的音乐人。",https://music.163.com/artist/desc?id=1211046,http://p1.music.126.net/tcK55iyi_FQuaCern7prtg==/109951167592114977.jpg
,,,,
37123911,Zy,艺术家/音乐制作人/歌手,https://music.163.com/artist/desc?id=37123911,http://p1.music.126.net/8RaqCIF9kCKZdyLt15KFQw==/109951168432327397.jpg
,,,,
1204010,TizzyT,"Tizzy T／谢锐韬
优秀的年轻音乐唱作人和饶舌歌手。",https://music.163.com/artist/desc?id=1204010,http://p2.music.126.net/VJLUv2HtobEqsfvE4H8xNg==/109951163464459383.jpg
,,,,
36985903,海洋Bo,"传承 创新 后面的事上了年纪再说
经 shineforo",https://music.163.com/artist/desc?id=36985903,http://p1.music.126.net/Zc75ADHgC-igktpI9eKUrA==/109951166613771685.jpg
,,,,
6066,杨宗纬,大学时期参加台湾歌唱选秀节目《超级星光大道》获选为第一届“人气王”。比赛的时候，杨宗纬歌声阳刚而细腻，富含感情，辨识度高，感染力强，以演唱抒情歌曲见长，选曲跨越性别界线，无论是男女歌手的抒情歌曲，经过他重新诠释之后，常常都可以得到不输原唱或甚至超越原唱的评价。出道后屡创多项记录，包括发行首张专辑，便以新人之姿登上台北小巨蛋举办个人演唱会，也是唯一一位创下2年内包办“三金一亚”（台湾金曲奖，金钟奖，,https://music.163.com/artist/desc?id=6066,http://p2.music.126.net/5_0ux0Y9P5WTfW70zSP2wQ==/3243559305677511.jpg
,,,,
32944030,Gareth.T,汤令山（英语：Gareth Tong Ling Shan，1999年12月30日—），艺名Gareth. T，香港创作男歌手。汤令山于青衣岛长大，小时候深受Eminem和来自英国的黑人老师教导和在聆听米高积逊的音乐下而受到启发，也因此有流利的英文。汤令山后在2017年到美国波士顿伯克利音乐学院修读音乐学士课程，双主修当代音乐写作与制作及电子音乐制作与设计，于2021年5月毕业。他自2018年起以独,https://music.163.com/artist/desc?id=32944030,http://p1.music.126.net/FTU-Gp2jJYDw97jaFn00Vg==/109951171320381832.jpg
,,,,
6453,张震岳,著名歌手，张震岳出生于宜兰县苏澳镇，为台湾原住民阿美族人。小时候因为参加教会唱诗班的缘故，开始对音乐产生兴趣，接着在国中时学习弹奏吉他。中学时期，他开始听BONJOVI、SPEEDMETAL等西洋摇滚，国语则深受陈升自由随性的曲风影响，融合两者就是张震岳今天充满摇滚、白话的“岳式风格”的主要特色。张震岳在高中开始接触摇滚乐。1993年12月发行第一张专辑《就是喜欢你》。之后张震岳也曾以“DJ Or,https://music.163.com/artist/desc?id=6453,http://p2.music.126.net/Ac9FX01IRldHV999yt6BaQ==/109951170927213650.jpg
,,,,
980025,周兴哲,"周兴哲（Eric Chou），1995年6月22日出生台湾省，中国台湾流行乐男歌手、词曲作者。
2014年，凭借演唱电视剧《16个夏天》片尾曲《以后别做朋友》，在视频平台YouTube获得超过1亿次点击率。同年，发行个人首张音乐专辑《学着爱》，凭该专辑获得音乐先锋榜“年度先锋创作新人奖”。2015年，推出改版音乐专辑《学着爱再爱你写真升级珍藏版》。2016年，发行个人第二张音乐专辑《爱，教会我们的",https://music.163.com/artist/desc?id=980025,http://p1.music.126.net/VGnB9gbxE1xHs6nsxNMh9A==/109951164639836060.jpg
,,,,
5358,王杰,"王杰（Dave Wang），原名王大为，1962年10月20日出生于台湾省新北市永和区，祖籍陕西省西安市，中国台湾男歌手、音乐人、演员。
王杰3岁随父母移居香港，幼年在多部邵氏电影中扮演角色。1987年12月出道以来，发行专辑80多张。
1987年12月19日在台湾发行个人首张专辑《一场游戏一场梦》，获得台湾冠军榜达半年。1988年发行的第二张专辑《忘了你忘了我》成为当年十大畅销唱片冠军，主打歌《",https://music.163.com/artist/desc?id=5358,http://p1.music.126.net/CA1WPvZO53dLrNEZbdQ5kg==/109951169045456272.jpg
,,,,
2849,古巨基,"古巨基（Leo Ku），1972年8月18日出生于中国香港，中国香港男歌手、演员、主持人，毕业于沙田官立中学。
1991年，出演个人首部电视剧《横财三千万》，从而正式进入演艺圈。1992年，担任无线电视娱乐新闻节目《娱乐新闻眼》的主持人。1994年，推出首张个人音乐专辑《爱的解释》，从而正式进军乐坛。1997年，获”叱咤乐坛流行榜颁奖典礼“叱咤乐坛男歌手银奖。2000年，在民国情感剧《情深深雨濛濛",https://music.163.com/artist/desc?id=2849,http://p1.music.126.net/KKn_xNTssclpBjVitvE-nQ==/109951169266103879.jpg
,,,,
33915432,渡,"中文名：渡
生日：1995年4月1日
星座：白羊座
血型：B型
身高：178
体型：66kg
民族：汉
爱好：音乐
出生地：四川成都
善长曲风：pop、R&B、抒情",https://music.163.com/artist/desc?id=33915432,http://p1.music.126.net/co6Au2vt85IsgbRj4Xzz8Q==/109951164579212080.jpg
,,,,
12060040,杜宣达,"中国内地男歌手
-微博：@-杜宣达-
-抖音：dxd19970805
本人从不使用任何语音聊天交友软件 注意辨别",https://music.163.com/artist/desc?id=12060040,http://p1.music.126.net/zRoJTCGq2yImTQ_jjor7zw==/109951164816694171.jpg
,,,,
12193174,Capper,"Capper，唱作音乐人、平面设计师、街头艺术家。
Capper,whose real name is yanzhuo Zhang,was born on June 21,2000 in Xi'an,Shannxi Province,the first ancient capital of China,sa a professional rapper and street graphic desi",https://music.163.com/artist/desc?id=12193174,http://p1.music.126.net/htZBUaMOnJqHLKsUL5Mkrw==/109951167140367485.jpg
,,,,
29392693,邵帅,"工作请联系:shaoshuaistudio@163.com
自信并谦卑的为音乐发声。
希望自己的音乐，能替你讲一段你或者我，或者他和他们的故事。",https://music.163.com/artist/desc?id=29392693,http://p1.music.126.net/8_cpEv3Qt-0puHoq89elbA==/109951165027027385.jpg
,,,,
12002248,沈以诚,歌手,https://music.163.com/artist/desc?id=12002248,http://p1.music.126.net/EL2R9tzkaLvpAkDpNTlxIQ==/109951165443367321.jpg
,,,,
12641765,江辰,"新浪微博：江辰-OnlyJ
音乐唱作人，制作人
经纪人vx：BUGglory",https://music.163.com/artist/desc?id=12641765,http://p2.music.126.net/2AGX_RoVyzZb7EU77Tk7BA==/109951169419736238.jpg
,,,,
49513323,ET,"商务合作请联系：Charmanderccc（非本人）
粉丝群：lifeline-YM
",https://music.163.com/artist/desc?id=49513323,http://p2.music.126.net/wWZxAlJWQPJPjGKHSFPCAw==/109951166338994700.jpg
,,,,
