song_id,song_name,artist_name,song_url,lyric,song_pic
,,,,,
108485,Always Online,林俊杰,https://music.163.com/song?id=108485,"作词 : 林怡凤 作曲 : 林俊杰 编曲 : 蔡政勋/陈建玮 制作人 : 林俊杰 变色的生活 任性的挑拨 疯狂的冒出了头 单方的守候 试探的温柔 还是少了点什么 遥远两端 爱挂在天空飞 风停了也无所谓 只因为你总说 Everything will be okay 准备好了three two one I'm always online 和你one to one 爱开始扩散 我们连结了 穿越 天空 银河 oh 开始倒数three two one 删除我的孤单 more and more尽是深刻 爱亮了 爱笑了 I'm always online 变色的生活 任性的挑拨 疯狂的冒出了头 单方的守候 试探的温柔 却还是少了点什么 遥远两端 爱挂在天空飞 风停了也无所谓 只因为你总说 Everything Will Be okay 我准备好了three two one, I'm always online 和你one to one 爱开始扩散 我们连结了 穿越 天空 银河 oh 开始倒数three two one 删除我的孤单 more and more尽是深刻 爱亮了 爱笑了 I'm always online 准备好了three two one, I'm always online 和你one to one 爱开始扩散 我们连结了 穿越 天空 银河 开始倒数three two one 删除我的孤单 more and more尽是深刻 爱亮了 爱笑了 I'm always online 爱亮了 爱笑了 I'm always online",http://p2.music.126.net/q8RW-c9LY27XNVEaqAa3NA==/109951170565907820.jpg
,,,,,
2041026502,愿与愁,林俊杰,https://music.163.com/song?id=2041026502,"作词 : 小寒 作曲 : 林俊杰 编曲 : 林俊杰/吴庆隆 制作人 : 林俊杰 岁月在默数三四五六 第六天以后 们开始存在宇宙 黑夜和白昼 呼吸第口气的咽喉 最怕命运小偷 坏和美好我用血肉 去感受 问宿命是否 再多久 再持久 再永久 抵不了不朽 恋人从挥手 到牵手 到放手 到挥手 就该足够 对夜的长吼 我胸口 的伤口 随风陈旧 你我终会沦为尘埃漂流 等待花季烟雨稠 再化降水驻守 属于你的愿与愁 时间在倒数你在左右 多想踩碎沙漏 但能同时在同个宇宙 就不求滞留 呼吸下口气的预谋 终究会被没收 漫天风雪我陪你颤抖 我们别回头 问宿命是否 再多久 再持久 再永久 抵不了不朽 恋人从挥手 到牵手 到放手 到挥手就该足够 对夜的长吼 我胸口 的伤口 随风陈旧 你我终会沦为尘埃漂流 等待花季烟雨稠 再化降水驻守 属于你的愿与愁 能爱多久 想多久 是多久 是永久 爱过就不朽 那我不走 不分手 不放手 不挥手 十指紧扣 分岔路口 我伤口 贪与渴求 渺小微弱像尘埃漂流 等待花季烟雨稠 再化降水驻守 属于你的愿与愁 分岔路口 我胸口 的伤口 贪与渴求 渺小微弱像尘埃漂流 等待花季烟雨稠 再化降水驻守 只为重逢的时候 制作人 PRODUCER: 林俊杰 JJ LIN 配唱制作 VOCAL PRODUCTION: 许环良@奇大音乐 制作协力 PRODUCTION ASSISTANCE: 黄冠龙 ALEX.D / 周信廷 SHiN CHOU / 宋立伟 Robin Song / 蔡宥绮 Patti Tsai / 蔡凯升 Kai Tsai 编曲 MUSIC ARRANGEMENT: 林俊杰 JJ LIN / 吴庆隆 Goh Kheng Long 吉他 GUITAR: 黄冠龙 ALEX.D 弦乐 STRINGS: 李琪弦乐团 和声编写 BACKGROUND VOCAL ARRANGEMENT: Billy Koh / 林俊杰 JJ LIN 和声 BACKGROUND VOCALS: 林俊杰 JJ LIN 录音室 RECORDING STUDIO: THE JFJ SINGULARITY（Taipei） 录音师 RECORDING ENGINEER: Billy Koh 混音室 MIXING STUDIO: mixHaus (Encino, CA) 混音师 MIXING ENGINEER: Richard Furch 后期母带处理制作人 MASTERING PRODUCER: 林俊杰 JJ LIN 后期母带处理录音室 MASTERING STUDIO: Bernie Grundman Mastering, LA 后期母带处理录音师 MASTERING ENGINEER: Mike Bozzi",http://p1.music.126.net/vtnI8JpimWnZSzkXdmIB3w==/109951168558210782.jpg
,,,,,
108914,江南,林俊杰,https://music.163.com/song?id=108914,作词 : 林秋离 作曲 : 林俊杰 编曲 : 蔡政勋/陈建玮 制作人 : 许环良 风到这里就是粘 粘住过客的思念 雨到了这里缠成线 缠着我们流连人世间 你在身边就是缘 缘分写在三生石上面 爱有万分之一甜 宁愿我就葬在这一点 圈圈圆圆圈圈 天天年年天天 的我 深深看你的脸 生气的温柔 埋怨的温柔 的脸 不懂爱恨情愁煎熬的我们 都以为相爱就像风云的善变 相信爱一天 抵过永远 在这一刹那冻结了时间 不懂怎么表现温柔的我们 还以为殉情只是古老的传言 离愁能有多痛 痛有多浓 当梦被埋在江南烟雨中 心碎了才懂 圈圈圆圆圈圈 天天年年天天 的我 深深看你的脸 生气的温柔 埋怨的温柔 的脸 不懂爱恨情愁煎熬的我们 都以为相爱就像风云的善变 相信爱一天 抵过永远 在这一刹那冻结了时间 不懂怎么表现温柔的我们 还以为殉情只是古老的传言 离愁能有多痛 痛有多浓 当梦被埋在江南烟雨中 心碎了才懂 相信爱一天 抵过永远 在这一刹那冻结了时间 不懂怎么表现温柔的我们 还以为殉情只是古老的传言 离愁能有多痛 痛有多浓 当梦被埋在江南烟雨中 心碎了才懂 制作助理 : 冯时泽 箫 : 林信有 吉他 : Shah Tahir 低音吉他 : Gary Lao 和声编写 : 许环良 和声 : 林俊杰 录音室 : The Garden（新加坡） 录音师 : 许环良/Acid Pang 混音室 : Blue Moon Studio（加利福尼亚州） 混音师 : Joe Vanelli/Joe Primeau with 许环良 OP : 大潮音乐经纪有限公司/Touch Music Publishing Pte Ltd./Compass SP : 大潮音乐经纪有限公司,http://p2.music.126.net/_0OAhWhIbg-nOP-6e4o-SA==/109951168111265583.jpg
,,,,,
108251,当你,林俊杰,https://music.163.com/song?id=108251,作词 : 张思尔 作曲 : 林俊杰 编曲 : 吴庆隆 制作人 : 吴剑泓 当你 作词：张思尔 作曲：林俊杰 演唱：林俊杰 如果有一天 我回到从前 回到最原始的我 你是否 会觉得我不错 如果有一天 我离你遥远 不能再和你相约 你是否会发觉 我已经说再见 当你的眼睛 眯着笑 当你喝可乐 当你吵 我想对你好 你从来不知道 想你 想你 也能成为嗜好 当你说今天的烦恼 当你说夜深 你睡不着 我想对你说 却害怕都说错 好喜欢你 知不知道 如果有一天 梦想都实现 回忆都成了永远 你是否还会 记得今天 如果有一天 我们都发觉 原来什么都可以 我们是否还会 停留在这里 当你的眼睛 眯着笑 当你喝可乐 当你吵 我想对你好 你从来不知道 想你 想你 也能成为嗜好 当你说今天的烦恼 当你说夜深 你睡不着 我想对你说 却害怕都说错 好喜欢你 知不知道 也许空虚 让我想得太多 也许该回到被窝 梦里会相遇 就毫不犹豫 大声的说我要说 当你的眼睛 眯着笑 当你喝可乐 当你吵 我想对你好 你从来不知道 想你 想你 也能成为嗜好 当你说今天的烦恼 当你说夜深 你睡不着 我想对你说 却害怕都说错 好喜欢你 知不知道 当你的眼睛 眯着笑 当你喝可乐 当你吵 我想对你好 你从来不知道 想你 想你 也能成为嗜好 啦 ~ ~ ~ 啦 ~ ~ ~ 我想对你说 却害怕都说错 好喜欢你 知不知道,http://p1.music.126.net/EtbYjpw06KOdTxisgUs4-w==/109951168852557941.jpg
,,,,,
108493,我还想她,林俊杰,https://music.163.com/song?id=108493,作词 : 邢增华 作曲 : 林俊杰 编曲 : 吴庆隆 制作人 : 许环良 泪水将我淹没 到底谁该难过 究竟是谁放掉 这段感情 我才终于明白 办不到的承诺 就成了枷锁 现实中幸福永远缺货 请告诉她 我不爱她 笑着难过 自我惩罚 想终止这 一切挣扎 横了心说真心谎话 别告诉她 我还想她 恨总比爱容易放下 当泪水堵住了胸口 就让沉默 代替所有回答 我才终于明白 办不到的承诺 就成了枷锁 现实中幸福永远缺货 请告诉她 我不爱她 笑着难过 自我惩罚 想终止这 一切挣扎 横了心说真心谎话 别告诉她 我还想她 恨总比爱容易放下 当泪水堵住了胸口 就让沉默 代替所有回答 我不爱 我不痛 我不懂 我的心早已掏空 真心话言不由衷 请告诉她 我不爱她 笑着难过 自我惩罚 想终止这 一切挣扎 横了心说真心谎话 别告诉她 我还想她 恨总比爱容易放下 当泪水堵住了胸口 就让沉默 代替所有回答 别告诉她 我还想她 就让沉默 代替所有回答,http://p1.music.126.net/q8RW-c9LY27XNVEaqAa3NA==/109951170565907820.jpg
